condition,structure_rank,seed,sample,cif_path,PC1,PC2
WT mono apo,327,239,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-239_sample-4/model.cif,-23.555354554538596,3.1938399518381386
WT mono apo,328,11,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-11_sample-1/model.cif,21.58369474194565,-0.8955652515024758
WT mono apo,329,211,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-211_sample-1/model.cif,20.248714048857273,-1.0762771485174285
WT mono apo,330,99,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-99_sample-4/model.cif,-23.513252603275006,-0.4516718556493816
WT mono apo,331,67,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-67_sample-4/model.cif,-23.286540440451397,3.5333098905688214
WT mono apo,332,202,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-202_sample-1/model.cif,-23.145622765489556,-0.8906603988142325
WT mono apo,333,226,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-226_sample-0/model.cif,-23.110694858110655,-1.0048795619798987
WT mono apo,334,189,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-189_sample-2/model.cif,-23.564739361116963,-1.2747130254178727
WT mono apo,335,130,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-130_sample-1/model.cif,21.22002511157138,2.862864299351836
WT mono apo,336,221,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-221_sample-1/model.cif,21.122465012608806,-0.9673946738244266
WT mono apo,337,238,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-238_sample-1/model.cif,-23.381708496518147,-0.73944563476533
WT mono apo,338,144,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-144_sample-4/model.cif,-23.364084232142616,-0.8344812729866795
WT mono apo,339,221,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-221_sample-4/model.cif,21.244346323000403,3.557474328252762
WT mono apo,340,4,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-4_sample-3/model.cif,-22.721762131673735,-0.8368890866578252
WT mono apo,341,146,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-146_sample-4/model.cif,21.420345703886372,-0.6773918391364991
WT mono apo,342,245,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-245_sample-0/model.cif,-23.810713277904423,-0.7873167872057648
WT mono apo,343,217,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-217_sample-0/model.cif,20.54130963883244,-1.0580825609380617
WT mono apo,344,205,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-205_sample-0/model.cif,-23.182393853496297,-0.8398254919967775
WT mono apo,345,169,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-169_sample-3/model.cif,-23.424149080718024,3.660666794738167
WT mono apo,346,239,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-239_sample-1/model.cif,-23.3690776096803,-0.8445413707885708
WT mono apo,347,180,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-180_sample-3/model.cif,-23.3304733197397,-0.9866513068240951
WT mono apo,348,111,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-111_sample-3/model.cif,-23.0764874255231,-0.8849058259357063
WT mono apo,349,6,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-6_sample-0/model.cif,-22.694963937159443,-0.8466763304763792
WT mono apo,350,53,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-53_sample-0/model.cif,20.863442005517175,-0.9602765462826206
WT mono apo,351,3,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-3_sample-1/model.cif,-23.553446320644664,-0.7059926887271135
WT mono apo,352,17,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-17_sample-3/model.cif,-23.116108299877105,-0.8844282625478527
WT mono apo,353,106,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-106_sample-4/model.cif,-23.22308695828728,-0.6181976768562244
WT mono apo,354,79,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-79_sample-2/model.cif,-22.80549193549406,-0.7708457598530413
WT mono apo,355,69,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-69_sample-4/model.cif,-23.194447368837405,-0.7363428090765417
WT mono apo,356,145,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-145_sample-4/model.cif,-22.469743632459068,-0.7942894210034087
WT mono apo,357,193,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-193_sample-2/model.cif,-22.584634498740243,-0.048832290348529615
WT mono apo,358,227,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-227_sample-1/model.cif,-23.110444163211927,-0.9663506466482431
WT mono apo,359,131,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-131_sample-4/model.cif,-23.102133964202032,-0.6920010739658291
WT mono apo,360,65,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-65_sample-4/model.cif,-22.76568569908666,-1.0789353294090327
WT mono apo,361,147,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-147_sample-1/model.cif,-23.136346975119775,-0.5967248966156
WT mono apo,362,231,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-231_sample-1/model.cif,-22.604420127465414,-0.8065770542363575
WT mono apo,363,118,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-118_sample-0/model.cif,-22.91872156169229,-1.093215258540256
WT mono apo,364,9,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-9_sample-4/model.cif,-22.81726243377237,-0.6750480742962803
WT mono apo,365,241,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-241_sample-2/model.cif,-23.29355378046621,-1.1238559646523565
WT mono apo,366,248,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-248_sample-3/model.cif,-23.354857584454372,3.1103006851376067
WT mono apo,367,87,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-87_sample-2/model.cif,21.18266578989982,-1.1847108046502333
WT mono apo,368,20,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-20_sample-3/model.cif,-22.766737088509778,3.1059798472210662
WT mono apo,369,78,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-78_sample-1/model.cif,-23.044499368788777,-0.8394955085214124
WT mono apo,370,16,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-16_sample-4/model.cif,-23.58194294926174,-0.6780100866444032
WT mono apo,371,65,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-65_sample-3/model.cif,-23.31555594297092,-0.41603972503012676
WT mono apo,372,96,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-96_sample-3/model.cif,-22.809676738480984,-0.8612504888829897
WT mono apo,373,187,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-187_sample-4/model.cif,-23.250292668530424,-0.5462682199229699
WT mono apo,374,152,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-152_sample-2/model.cif,20.793003713023165,-0.7033442507546293
WT mono apo,375,82,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-82_sample-2/model.cif,21.165612338337898,-1.3352173854397447
WT mono apo,376,141,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-141_sample-3/model.cif,-23.389957062754252,-0.822654758275336
WT mono apo,377,96,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-96_sample-1/model.cif,-23.13852862460658,-1.276977527971722
WT mono apo,378,118,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-118_sample-3/model.cif,-22.967581937548502,-0.5225975382485956
WT mono apo,379,81,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-81_sample-1/model.cif,-23.41924491067565,-0.8857119536133102
WT mono apo,380,234,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-234_sample-4/model.cif,-23.330610583414305,3.404722055641249
WT mono apo,381,169,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-169_sample-0/model.cif,-23.20899405660811,-0.5759279622345217
WT mono apo,382,167,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-167_sample-2/model.cif,-22.956861580319657,-0.7960423784509095
WT mono apo,383,128,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-128_sample-3/model.cif,21.318665908808953,-0.998087720665788
WT mono apo,384,118,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-118_sample-1/model.cif,-22.956744689717723,-0.7556177382619162
WT mono apo,385,175,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-175_sample-3/model.cif,-23.136004000557914,-0.6642726959831738
WT mono apo,386,149,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-149_sample-3/model.cif,-23.023266422137795,-0.8211920303611561
WT mono apo,387,19,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-19_sample-1/model.cif,-22.852088202727426,-0.5610262995384837
WT mono apo,388,177,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-177_sample-4/model.cif,20.95683990067155,2.8113512577385973
WT mono apo,389,155,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-155_sample-2/model.cif,20.78365414735224,3.342760565740491
WT mono apo,390,28,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-28_sample-0/model.cif,-22.419836290534306,-0.9404399942583264
WT mono apo,391,38,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-38_sample-0/model.cif,21.108620813306207,-1.4229223964193187
WT mono apo,392,53,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-53_sample-2/model.cif,20.649048666024004,-1.123319576538109
WT mono apo,393,97,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-97_sample-2/model.cif,-23.689640004228078,-0.8364768291452943
WT mono apo,394,186,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-186_sample-2/model.cif,-23.044925535730986,-0.6463000970410184
WT mono apo,395,242,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-242_sample-0/model.cif,-23.368800010188817,-0.9541006816539823
WT mono apo,396,151,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-151_sample-3/model.cif,-22.94914255797795,-0.7364092209006934
WT mono apo,397,67,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-67_sample-0/model.cif,-23.014902542502597,-0.7413700467778314
WT mono apo,398,79,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-79_sample-4/model.cif,-23.31690354874176,-0.49624855260277595
WT mono apo,399,3,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-3_sample-4/model.cif,-22.72936696892442,3.4305504228086026
WT mono apo,400,11,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-11_sample-0/model.cif,20.8885960394326,-1.0529342731318705
WT mono apo,401,228,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-228_sample-4/model.cif,-23.349310977491598,-0.7150341472512918
WT mono apo,402,238,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-238_sample-3/model.cif,-22.923315225567833,-0.5804067723520135
WT mono apo,403,236,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-236_sample-2/model.cif,-23.331770365469083,-0.8715284397648778
WT mono apo,404,130,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-130_sample-3/model.cif,21.11910868759216,-1.6710547487339324
WT mono apo,405,119,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-119_sample-0/model.cif,-22.956794178829714,-0.6766477894854654
WT mono apo,406,160,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-160_sample-4/model.cif,-22.21806278706291,-0.7698298077864084
WT mono apo,407,190,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-190_sample-0/model.cif,-23.173554123345628,-0.9579034840879367
WT mono apo,408,244,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-244_sample-0/model.cif,-24.053582159322957,-0.8826603241783645
WT mono apo,409,140,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-140_sample-4/model.cif,21.194303410025626,-1.3156169264461728
WT mono apo,410,54,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-54_sample-0/model.cif,20.873872054948627,-1.055238521719769
WT mono apo,411,191,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-191_sample-3/model.cif,-22.817305543693,-0.9155321800667621
WT mono apo,412,153,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-153_sample-0/model.cif,-23.054334153950247,3.272536459465395
WT mono apo,413,49,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-49_sample-4/model.cif,-23.482572180700277,-0.9703493484237365
WT mono apo,414,32,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-32_sample-4/model.cif,-24.016940446121847,-0.9894191467202341
WT mono apo,415,72,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-72_sample-0/model.cif,-23.350226119490927,-0.7239599344840398
WT mono apo,416,213,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-213_sample-3/model.cif,-22.96339222814221,-0.8499169085585108
WT mono apo,417,149,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-149_sample-1/model.cif,-23.25712775340105,-0.5392023690479104
WT mono apo,418,230,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-230_sample-3/model.cif,20.603828927966205,-1.0658771424550832
WT mono apo,419,131,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-131_sample-1/model.cif,-23.450031817947707,-0.7975519448943873
WT mono apo,420,65,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-65_sample-2/model.cif,-23.43223075686303,-0.8930020151522364
WT mono apo,421,171,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-171_sample-1/model.cif,-23.2170744661826,-0.8774642861644555
WT mono apo,422,7,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-7_sample-4/model.cif,-22.41177040677713,3.2143755520463597
WT mono apo,423,155,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-155_sample-3/model.cif,20.66226890519687,3.254648426674432
WT mono apo,424,107,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-107_sample-0/model.cif,20.87631391008439,-0.9298887125175427
WT mono apo,425,70,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-70_sample-1/model.cif,-22.866874237816305,-0.6963134356068745
WT mono apo,426,242,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-242_sample-2/model.cif,-22.701241966980273,-0.7771759881584603
WT mono apo,427,149,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-149_sample-0/model.cif,-23.152274803911624,-0.6887599984615806
WT mono apo,428,128,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-128_sample-4/model.cif,-22.699919892785957,-1.2384443152612754
WT mono apo,429,241,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-241_sample-0/model.cif,-22.82959277868721,-1.1036020663258612
WT mono apo,430,36,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-36_sample-3/model.cif,-22.503180656461993,-0.5404287300058519
WT mono apo,431,116,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-116_sample-0/model.cif,-23.11319572249659,-0.5085581910104316
WT mono apo,432,200,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-200_sample-1/model.cif,-23.011085040525355,-0.32421263048119775
WT mono apo,433,203,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-203_sample-4/model.cif,-23.37153422586352,-0.6833940045267152
WT mono apo,434,214,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-214_sample-3/model.cif,-22.888681378091817,-0.7168492058086267
WT mono apo,435,143,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-143_sample-3/model.cif,20.973098076184115,-1.1124404925148212
WT mono apo,436,178,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-178_sample-3/model.cif,-23.359696685908755,3.6601184857802003
WT mono apo,437,45,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-45_sample-1/model.cif,-22.76141884103877,-0.6896514267882792
WT mono apo,438,100,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-100_sample-2/model.cif,-22.87558259335034,-0.7615701468907153
WT mono apo,439,117,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-117_sample-0/model.cif,-23.19033617375546,-0.6738656306953587
WT mono apo,440,217,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-217_sample-3/model.cif,20.327666519523365,-0.9155339409051763
WT mono apo,441,109,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-109_sample-1/model.cif,21.75232668555517,-0.8540007178008582
WT mono apo,442,213,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-213_sample-4/model.cif,-23.03837435368096,-0.9408854831864969
WT mono apo,443,29,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-29_sample-1/model.cif,21.57490864975506,3.890551581178119
WT mono apo,444,97,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-97_sample-3/model.cif,21.869856954360557,3.182008147817544
WT mono apo,445,165,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-165_sample-3/model.cif,-22.67897058518651,-0.8025645701645264
WT mono apo,446,120,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-120_sample-3/model.cif,-23.1163125519938,3.57460856802982
WT mono apo,447,242,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-242_sample-1/model.cif,-23.196402882311457,3.3119775341442788
WT mono apo,448,195,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-195_sample-4/model.cif,-23.205877642432093,3.43964040966253
WT mono apo,449,27,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-27_sample-3/model.cif,-22.776665176267866,-1.0055153442743485
WT mono apo,450,11,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-11_sample-2/model.cif,20.937015958973173,-0.829754969709192
WT mono apo,451,113,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-113_sample-3/model.cif,-23.19445739065548,-0.544209244646572
WT mono apo,452,224,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-224_sample-4/model.cif,-23.316109101603278,-0.7156849012392341
WT mono apo,453,148,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-148_sample-4/model.cif,-23.11246121249367,-0.9322403058941707
WT mono apo,454,250,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-250_sample-3/model.cif,-22.954764872509354,-0.3647095371642898
WT mono apo,455,4,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-4_sample-0/model.cif,-23.312466760037438,-0.5762897378235918
WT mono apo,456,36,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-36_sample-1/model.cif,-22.617358976198247,-0.9277910605718952
WT mono apo,457,228,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-228_sample-2/model.cif,-22.53592001917334,-0.8343883527461918
WT mono apo,458,95,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-95_sample-4/model.cif,-23.380802999638956,-0.812726614805277
WT mono apo,459,15,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-15_sample-3/model.cif,-22.739956887481444,3.4271905010673356
WT mono apo,460,78,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-78_sample-0/model.cif,-23.344106252794408,-0.6334644350638133
WT mono apo,461,68,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-68_sample-4/model.cif,20.088177716842747,-0.88799113850966
